2022/1/20,研发,1,云图平台V1.4.1
2022/1/24,研发,6,云图平台V1.4.1
2022/1/25,研发,6,云图平台V1.4.2
2022/1/25,研发,2,云图平台V1.4.1
2022/1/26,研发,3,云图平台V1.4.2
2022/1/26,研发,1,云图平台V1.4.1
2022/1/27,研发,2,云图平台V1.4.2
2022/2/9,研发,3,云图平台V1.4.2
2022/2/10,研发,2,云图平台V1.4.2
2022/2/25,研发,3,云图平台V1.5.0
2022/2/28,研发,7.11,云图平台V1.5.0
2022/3/1,研发,7.11,云图平台V1.5
2022/3/2,研发,2.67,云图平台V1.5
2022/3/3,研发,7,云图平台V1.5
2022/3/4,研发,5,云图平台V1.5
2022/3/7,研发,8,云图平台V1.5
2022/3/8,研发,2,云图平台V1.5
2022/3/9,研发,7,云图平台V1.5
2022/3/10,研发,3,云图平台V1.5
2022/3/11,研发,8,云图平台V1.5
2022/3/15,研发,1,云图平台V1.5
2022/3/16,研发,1,云图平台V1.5
2022/3/17,研发,2,云图平台V1.5
2022/3/18,研发,5.33,云图平台V1.5
2022/3/21,研发,4,大屏物料
2022/3/21,研发,1,云图平台V1.5
2022/3/22,研发,0.89,云图平台V1.5
2022/3/31,研发,4,云图平台V2.0
2022/4/1,研发,4,云图平台V2.0
2022/4/6,研发,1.78,云图平台V1.6
2022/4/7,研发,8,云图平台V1.6
2022/4/11,研发,8,云图平台V1.6
2022/4/12,研发,8,云图平台V1.6
2022/4/13,研发,8,云图平台V1.6
2022/4/14,研发,8,云图平台V1.6
2022/4/15,研发,5,云图平台V1.6
2022/4/18,研发,5.33,云图平台V1.6
2022/4/18,研发,2.67,云图平台V1.5.1
2022/4/19,研发,6.22,云图平台V2.0
2022/4/19,研发,1.78,云图平台V1.6
2022/4/20,研发,8,云图平台V1.6
2022/4/21,研发,4,云图平台V1.6
2022/4/21,研发,4,云图平台V2.0
2022/4/22,研发,0,云图平台V1.6
2022/4/22,研发,8,云图平台V2.0
2022/4/24,研发,8,云图平台V2.0
2022/4/24,研发,0,云图平台V1.6
2022/4/25,研发,0,云图平台V1.6
2022/4/25,研发,8,云图平台V2.0
2022/4/26,研发,8,云图平台V2.0
2022/4/27,研发,7,云图平台V2.0
2022/4/27,研发,1,云图平台V1.6
2022/4/28,研发,0.89,云图平台V1.6
2022/4/28,研发,7.11,云图平台V2.0
2022/4/29,研发,8,云图平台V2.0
2022/5/5,研发,6.22,云图平台V2.0
2022/5/9,研发,2.67,云图平台V2.0
2022/5/10,研发,3,云图平台V2.0
2022/5/11,研发,5,云图平台V2.0
2022/5/12,研发,1,云图平台V2.0
2022/5/12,研发,0,云图平台-遗留缺陷
2022/5/13,研发,8,云图平台V2.0
2022/5/17,研发,1.78,云图平台V2.0
2022/5/18,研发,6.22,云图平台V2.0
2022/5/19,研发,5,云图平台V2.0
2022/5/20,研发,1,云图平台V2.2
2022/5/23,研发,1,云图平台V2.0
2022/5/24,研发,8,云图平台V2.2
2022/5/25,研发,8,云图平台V2.2
2022/5/26,研发,6,云图平台V2.2
2022/5/26,研发,2,云图V3.0
2022/5/27,研发,3,云图平台V2.0
2022/5/27,研发,5,云图平台V2.2
2022/5/30,研发,8,云图平台V2.2
2022/5/31,研发,8,云图平台V2.2
2022/6/1,研发,8,云图平台V2.2
2022/6/2,研发,8,云图平台V2.2
2022/6/6,研发,8,云图平台V2.2
2022/6/7,研发,8,云图V3.0
